"order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_batched_at","_sdc_extracted_at","_sdc_deleted_at","_sdc_received_at","_sdc_sequence","_sdc_table_version","_sdc_source_file","_sdc_source_lineno","_sdc_sync_started_at","order_id-2","product_id","unit_price","quantity","discount","_sdc_batched_at-2","_sdc_received_at-2","_sdc_extracted_at-2","_sdc_deleted_at-2","_sdc_sequence-2","_sdc_table_version-2","_sdc_source_file-2","_sdc_source_lineno-2","_sdc_sync_started_at-2"
"10366","GALED","8","1996-11-28","1997-01-09","1996-12-30","2","10.14","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",NULL,"8022","Spain","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.48237",NULL,"2025-01-29 17:27:42.216654","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","120","1738182460335","10366","77","10.4","5","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.091215","2025-01-29 17:23:05.102013",NULL,"1738182464091",NULL,"order_details-20250129T172304.singer.gz","317","1738182460335"
"10367","VAFFE","7","1996-11-28","1996-12-26","1996-12-02","3","13.55","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482484",NULL,"2025-01-29 17:27:42.217023","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","121","1738182460335","10367","34","11.2","36","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09139","2025-01-29 17:23:05.102093",NULL,"1738182464091",NULL,"order_details-20250129T172304.singer.gz","318","1738182460335"
"10367","VAFFE","7","1996-11-28","1996-12-26","1996-12-02","3","13.55","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482484",NULL,"2025-01-29 17:27:42.217023","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","121","1738182460335","10367","54","5.9","18","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.091562","2025-01-29 17:23:05.102442",NULL,"1738182464092",NULL,"order_details-20250129T172304.singer.gz","319","1738182460335"
"10367","VAFFE","7","1996-11-28","1996-12-26","1996-12-02","3","13.55","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482484",NULL,"2025-01-29 17:27:42.217023","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","121","1738182460335","10367","65","16.8","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.091766","2025-01-29 17:23:05.102546",NULL,"1738182464092",NULL,"order_details-20250129T172304.singer.gz","320","1738182460335"
"10367","VAFFE","7","1996-11-28","1996-12-26","1996-12-02","3","13.55","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482484",NULL,"2025-01-29 17:27:42.217023","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","121","1738182460335","10367","77","10.4","7","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.091937","2025-01-29 17:23:05.102618",NULL,"1738182464092",NULL,"order_details-20250129T172304.singer.gz","321","1738182460335"
"10368","ERNSH","2","1996-11-29","1996-12-27","1996-12-02","2","101.95","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482601",NULL,"2025-01-29 17:27:42.217457","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","122","1738182460335","10368","21","8","5","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.092175","2025-01-29 17:23:05.10269",NULL,"1738182464092",NULL,"order_details-20250129T172304.singer.gz","322","1738182460335"
"10368","ERNSH","2","1996-11-29","1996-12-27","1996-12-02","2","101.95","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482601",NULL,"2025-01-29 17:27:42.217457","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","122","1738182460335","10368","28","36.4","13","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.092359","2025-01-29 17:23:05.102784",NULL,"1738182464092",NULL,"order_details-20250129T172304.singer.gz","323","1738182460335"
"10368","ERNSH","2","1996-11-29","1996-12-27","1996-12-02","2","101.95","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482601",NULL,"2025-01-29 17:27:42.217457","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","122","1738182460335","10368","57","15.6","25","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.092526","2025-01-29 17:23:05.102866",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","324","1738182460335"
"10368","ERNSH","2","1996-11-29","1996-12-27","1996-12-02","2","101.95","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482601",NULL,"2025-01-29 17:27:42.217457","1738182462217",NULL,"public-orders-20250129T162911.singer.gz","122","1738182460335","10368","64","26.6","35","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.092695","2025-01-29 17:23:05.102938",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","325","1738182460335"
"10369","SPLIR","8","1996-12-02","1996-12-30","1996-12-09","2","195.68","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482716",NULL,"2025-01-29 17:27:42.217797","1738182462218",NULL,"public-orders-20250129T162911.singer.gz","123","1738182460335","10369","29","99","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09286","2025-01-29 17:23:05.10301",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","326","1738182460335"
"10369","SPLIR","8","1996-12-02","1996-12-30","1996-12-09","2","195.68","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482716",NULL,"2025-01-29 17:27:42.217797","1738182462218",NULL,"public-orders-20250129T162911.singer.gz","123","1738182460335","10369","56","30.4","18","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.093026","2025-01-29 17:23:05.103081",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","327","1738182460335"
"10370","CHOPS","6","1996-12-03","1996-12-31","1996-12-27","2","1.17","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482832",NULL,"2025-01-29 17:27:42.218288","1738182462218",NULL,"public-orders-20250129T162911.singer.gz","124","1738182460335","10370","1","14.4","15","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.093274","2025-01-29 17:23:05.103154",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","328","1738182460335"
"10370","CHOPS","6","1996-12-03","1996-12-31","1996-12-27","2","1.17","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482832",NULL,"2025-01-29 17:27:42.218288","1738182462218",NULL,"public-orders-20250129T162911.singer.gz","124","1738182460335","10370","64","26.6","30","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.093441","2025-01-29 17:23:05.103238",NULL,"1738182464093",NULL,"order_details-20250129T172304.singer.gz","329","1738182460335"
"10370","CHOPS","6","1996-12-03","1996-12-31","1996-12-27","2","1.17","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482832",NULL,"2025-01-29 17:27:42.218288","1738182462218",NULL,"public-orders-20250129T162911.singer.gz","124","1738182460335","10370","74","8","20","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09361","2025-01-29 17:23:05.103316",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","330","1738182460335"
"10371","LAMAI","1","1996-12-03","1996-12-31","1996-12-24","1","0.45","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.482944",NULL,"2025-01-29 17:27:42.218667","1738182462219",NULL,"public-orders-20250129T162911.singer.gz","125","1738182460335","10371","36","15.2","6","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.093778","2025-01-29 17:23:05.103388",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","331","1738182460335"
"10372","QUEEN","5","1996-12-04","1997-01-01","1996-12-09","2","890.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.48306",NULL,"2025-01-29 17:27:42.219218","1738182462219",NULL,"public-orders-20250129T162911.singer.gz","126","1738182460335","10372","20","64.8","12","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.093942","2025-01-29 17:23:05.103459",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","332","1738182460335"
"10372","QUEEN","5","1996-12-04","1997-01-01","1996-12-09","2","890.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.48306",NULL,"2025-01-29 17:27:42.219218","1738182462219",NULL,"public-orders-20250129T162911.singer.gz","126","1738182460335","10372","38","210.8","40","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.094107","2025-01-29 17:23:05.103534",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","333","1738182460335"
"10372","QUEEN","5","1996-12-04","1997-01-01","1996-12-09","2","890.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.48306",NULL,"2025-01-29 17:27:42.219218","1738182462219",NULL,"public-orders-20250129T162911.singer.gz","126","1738182460335","10372","60","27.2","70","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09432","2025-01-29 17:23:05.103614",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","334","1738182460335"
"10372","QUEEN","5","1996-12-04","1997-01-01","1996-12-09","2","890.78","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.48306",NULL,"2025-01-29 17:27:42.219218","1738182462219",NULL,"public-orders-20250129T162911.singer.gz","126","1738182460335","10372","72","27.8","42","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09449","2025-01-29 17:23:05.103686",NULL,"1738182464094",NULL,"order_details-20250129T172304.singer.gz","335","1738182460335"
"10373","HUNGO","4","1996-12-05","1997-01-02","1996-12-11","3","124.12","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483184",NULL,"2025-01-29 17:27:42.219789","1738182462220",NULL,"public-orders-20250129T162911.singer.gz","127","1738182460335","10373","58","10.6","80","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.094729","2025-01-29 17:23:06.363228",NULL,"1738182464095",NULL,"order_details-20250129T172304.singer.gz","336","1738182460335"
"10373","HUNGO","4","1996-12-05","1997-01-02","1996-12-11","3","124.12","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483184",NULL,"2025-01-29 17:27:42.219789","1738182462220",NULL,"public-orders-20250129T162911.singer.gz","127","1738182460335","10373","71","17.2","50","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.094948","2025-01-29 17:23:06.36336",NULL,"1738182464095",NULL,"order_details-20250129T172304.singer.gz","337","1738182460335"
"10374","WOLZA","1","1996-12-05","1997-01-02","1996-12-09","3","3.94","Wolski Zajazd","ul. Filtrowa 68","Warszawa",NULL,"01-012","Poland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483301",NULL,"2025-01-29 17:27:42.220227","1738182462220",NULL,"public-orders-20250129T162911.singer.gz","128","1738182460335","10374","31","10","30","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095119","2025-01-29 17:23:06.363439",NULL,"1738182464095",NULL,"order_details-20250129T172304.singer.gz","338","1738182460335"
"10374","WOLZA","1","1996-12-05","1997-01-02","1996-12-09","3","3.94","Wolski Zajazd","ul. Filtrowa 68","Warszawa",NULL,"01-012","Poland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483301",NULL,"2025-01-29 17:27:42.220227","1738182462220",NULL,"public-orders-20250129T162911.singer.gz","128","1738182460335","10374","58","10.6","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095325","2025-01-29 17:23:06.363513",NULL,"1738182464095",NULL,"order_details-20250129T172304.singer.gz","339","1738182460335"
"10375","HUNGC","3","1996-12-06","1997-01-03","1996-12-09","2","20.12","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483416",NULL,"2025-01-29 17:27:42.220592","1738182462221",NULL,"public-orders-20250129T162911.singer.gz","129","1738182460335","10375","14","18.6","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095492","2025-01-29 17:23:06.363584",NULL,"1738182464095",NULL,"order_details-20250129T172304.singer.gz","340","1738182460335"
"10375","HUNGC","3","1996-12-06","1997-01-03","1996-12-09","2","20.12","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483416",NULL,"2025-01-29 17:27:42.220592","1738182462221",NULL,"public-orders-20250129T162911.singer.gz","129","1738182460335","10375","54","5.9","10","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095657","2025-01-29 17:23:06.363654",NULL,"1738182464096",NULL,"order_details-20250129T172304.singer.gz","341","1738182460335"
"10376","MEREP","1","1996-12-09","1997-01-06","1996-12-13","2","20.39","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483559",NULL,"2025-01-29 17:27:42.220927","1738182462221",NULL,"public-orders-20250129T162911.singer.gz","130","1738182460335","10376","31","10","42","0.05","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095818","2025-01-29 17:23:06.36374",NULL,"1738182464096",NULL,"order_details-20250129T172304.singer.gz","342","1738182460335"
"10377","SEVES","1","1996-12-09","1997-01-06","1996-12-13","3","22.21","Seven Seas Imports","90 Wadhurst Rd.","London",NULL,"OX15 4NB","UK","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483643",NULL,"2025-01-29 17:27:42.221329","1738182462221",NULL,"public-orders-20250129T162911.singer.gz","131","1738182460335","10377","28","36.4","20","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.095999","2025-01-29 17:23:06.363816",NULL,"1738182464096",NULL,"order_details-20250129T172304.singer.gz","343","1738182460335"
"10377","SEVES","1","1996-12-09","1997-01-06","1996-12-13","3","22.21","Seven Seas Imports","90 Wadhurst Rd.","London",NULL,"OX15 4NB","UK","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483643",NULL,"2025-01-29 17:27:42.221329","1738182462221",NULL,"public-orders-20250129T162911.singer.gz","131","1738182460335","10377","39","14.4","20","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09617","2025-01-29 17:23:06.364003",NULL,"1738182464096",NULL,"order_details-20250129T172304.singer.gz","344","1738182460335"
"10378","FOLKO","5","1996-12-10","1997-01-07","1996-12-19","3","5.44","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483753",NULL,"2025-01-29 17:27:42.22186","1738182462222",NULL,"public-orders-20250129T162911.singer.gz","132","1738182460335","10378","71","17.2","6","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.096398","2025-01-29 17:23:06.364097",NULL,"1738182464096",NULL,"order_details-20250129T172304.singer.gz","345","1738182460335"
"10379","QUEDE","2","1996-12-11","1997-01-08","1996-12-13","1","45.03","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483899",NULL,"2025-01-29 17:27:42.222298","1738182462222",NULL,"public-orders-20250129T162911.singer.gz","133","1738182460335","10379","41","7.7","8","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.096589","2025-01-29 17:23:06.364174",NULL,"1738182464097",NULL,"order_details-20250129T172304.singer.gz","346","1738182460335"
"10379","QUEDE","2","1996-12-11","1997-01-08","1996-12-13","1","45.03","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483899",NULL,"2025-01-29 17:27:42.222298","1738182462222",NULL,"public-orders-20250129T162911.singer.gz","133","1738182460335","10379","63","35.1","16","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.096756","2025-01-29 17:23:06.364249",NULL,"1738182464097",NULL,"order_details-20250129T172304.singer.gz","347","1738182460335"
"10379","QUEDE","2","1996-12-11","1997-01-08","1996-12-13","1","45.03","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483899",NULL,"2025-01-29 17:27:42.222298","1738182462222",NULL,"public-orders-20250129T162911.singer.gz","133","1738182460335","10379","65","16.8","20","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09696","2025-01-29 17:23:06.364322",NULL,"1738182464097",NULL,"order_details-20250129T172304.singer.gz","348","1738182460335"
"10380","HUNGO","8","1996-12-12","1997-01-09","1997-01-16","3","35.03","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483983",NULL,"2025-01-29 17:27:42.222658","1738182462223",NULL,"public-orders-20250129T162911.singer.gz","134","1738182460335","10380","30","20.7","18","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.097213","2025-01-29 17:23:06.364397",NULL,"1738182464097",NULL,"order_details-20250129T172304.singer.gz","349","1738182460335"
"10380","HUNGO","8","1996-12-12","1997-01-09","1997-01-16","3","35.03","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483983",NULL,"2025-01-29 17:27:42.222658","1738182462223",NULL,"public-orders-20250129T162911.singer.gz","134","1738182460335","10380","53","26.2","20","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.097439","2025-01-29 17:23:06.364471",NULL,"1738182464097",NULL,"order_details-20250129T172304.singer.gz","350","1738182460335"
"10380","HUNGO","8","1996-12-12","1997-01-09","1997-01-16","3","35.03","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483983",NULL,"2025-01-29 17:27:42.222658","1738182462223",NULL,"public-orders-20250129T162911.singer.gz","134","1738182460335","10380","60","27.2","6","0.1","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.097699","2025-01-29 17:23:06.364545",NULL,"1738182464098",NULL,"order_details-20250129T172304.singer.gz","351","1738182460335"
"10380","HUNGO","8","1996-12-12","1997-01-09","1997-01-16","3","35.03","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.483983",NULL,"2025-01-29 17:27:42.222658","1738182462223",NULL,"public-orders-20250129T162911.singer.gz","134","1738182460335","10380","70","12","30","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.098017","2025-01-29 17:23:06.36462",NULL,"1738182464098",NULL,"order_details-20250129T172304.singer.gz","352","1738182460335"
"10381","LILAS","3","1996-12-12","1997-01-09","1996-12-13","3","7.99","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484095",NULL,"2025-01-29 17:27:42.223288","1738182462223",NULL,"public-orders-20250129T162911.singer.gz","135","1738182460335","10381","74","8","14","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.09821","2025-01-29 17:23:06.364694",NULL,"1738182464098",NULL,"order_details-20250129T172304.singer.gz","353","1738182460335"
"10382","ERNSH","4","1996-12-13","1997-01-10","1996-12-16","1","94.77","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484216",NULL,"2025-01-29 17:27:42.223724","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","136","1738182460335","10382","5","17","32","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.098393","2025-01-29 17:23:06.364768",NULL,"1738182464098",NULL,"order_details-20250129T172304.singer.gz","354","1738182460335"
"10382","ERNSH","4","1996-12-13","1997-01-10","1996-12-16","1","94.77","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484216",NULL,"2025-01-29 17:27:42.223724","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","136","1738182460335","10382","18","50","9","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.098563","2025-01-29 17:23:06.364841",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","355","1738182460335"
"10382","ERNSH","4","1996-12-13","1997-01-10","1996-12-16","1","94.77","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484216",NULL,"2025-01-29 17:27:42.223724","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","136","1738182460335","10382","29","99","14","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.098773","2025-01-29 17:23:06.364914",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","356","1738182460335"
"10382","ERNSH","4","1996-12-13","1997-01-10","1996-12-16","1","94.77","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484216",NULL,"2025-01-29 17:27:42.223724","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","136","1738182460335","10382","33","2","60","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.098942","2025-01-29 17:23:06.36499",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","357","1738182460335"
"10382","ERNSH","4","1996-12-13","1997-01-10","1996-12-16","1","94.77","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484216",NULL,"2025-01-29 17:27:42.223724","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","136","1738182460335","10382","74","8","50","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099114","2025-01-29 17:23:06.365063",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","358","1738182460335"
"10383","AROUT","8","1996-12-16","1997-01-13","1996-12-18","3","34.24","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484331",NULL,"2025-01-29 17:27:42.224224","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","137","1738182460335","10383","13","4.8","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099272","2025-01-29 17:23:06.365139",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","359","1738182460335"
"10383","AROUT","8","1996-12-16","1997-01-13","1996-12-18","3","34.24","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484331",NULL,"2025-01-29 17:27:42.224224","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","137","1738182460335","10383","50","13","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099428","2025-01-29 17:23:06.365215",NULL,"1738182464099",NULL,"order_details-20250129T172304.singer.gz","360","1738182460335"
"10383","AROUT","8","1996-12-16","1997-01-13","1996-12-18","3","34.24","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484331",NULL,"2025-01-29 17:27:42.224224","1738182462224",NULL,"public-orders-20250129T162911.singer.gz","137","1738182460335","10383","56","30.4","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099625","2025-01-29 17:23:06.365285",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","361","1738182460335"
"10384","BERGS","3","1996-12-16","1997-01-13","1996-12-20","3","168.64","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484482",NULL,"2025-01-29 17:27:42.22463","1738182462225",NULL,"public-orders-20250129T162911.singer.gz","138","1738182460335","10384","20","64.8","28","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099829","2025-01-29 17:23:06.365359",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","362","1738182460335"
"10384","BERGS","3","1996-12-16","1997-01-13","1996-12-20","3","168.64","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484482",NULL,"2025-01-29 17:27:42.22463","1738182462225",NULL,"public-orders-20250129T162911.singer.gz","138","1738182460335","10384","60","27.2","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.099992","2025-01-29 17:23:06.365431",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","363","1738182460335"
"10385","SPLIR","1","1996-12-17","1997-01-14","1996-12-23","2","30.96","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484643",NULL,"2025-01-29 17:27:42.224997","1738182462225",NULL,"public-orders-20250129T162911.singer.gz","139","1738182460335","10385","7","24","10","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.10016","2025-01-29 17:23:06.365549",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","364","1738182460335"
"10385","SPLIR","1","1996-12-17","1997-01-14","1996-12-23","2","30.96","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484643",NULL,"2025-01-29 17:27:42.224997","1738182462225",NULL,"public-orders-20250129T162911.singer.gz","139","1738182460335","10385","60","27.2","20","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.100317","2025-01-29 17:23:06.365671",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","365","1738182460335"
"10385","SPLIR","1","1996-12-17","1997-01-14","1996-12-23","2","30.96","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.484643",NULL,"2025-01-29 17:27:42.224997","1738182462225",NULL,"public-orders-20250129T162911.singer.gz","139","1738182460335","10385","68","10","8","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.100472","2025-01-29 17:23:06.365818",NULL,"1738182464100",NULL,"order_details-20250129T172304.singer.gz","366","1738182460335"
